group,l0,b0,plx,e_plx,pml,e_pml,pmb,e_pmb,n,nG,flag
G332.2-0.0,332.255692806122,-0.0480354795918367,0.379112269039625,0.08464956533876387,-4.78356171266369,0.1642874496539667,-0.39447919503157,0.10444295398169408,140,30," "
G332.3+0.7,332.339632480769,0.714787701923077,0.3706373234709,0.045005188505511357,-3.83065731919375,0.07679195137578147,-0.147032667834777,0.08221020143040268,146,40," "
G332.9+0.7,332.97188595,0.77945505,0.32382353271779,0.20795314632165768,-3.59269089693974,0.11957487897805748,-0.642667979838537,0.4777968010490197,56,7," "
G333.3-0.3,333.382028089231,-0.315304433846154,0.17155793208755,0.07046857878034979,-4.542613375269,0.10382224208003228,-0.466375181445713,0.08594800691613988,463,75," "
G333.1-0.0,333.153531239437,-0.0469678169014085,0.083132911508675,0.06416247161083749,-2.13584644674916,0.5848796138692239,-1.8221467935031,0.29495992696058027,99,3,f
G333.6+0.3,333.693456965517,0.382723482758621,0.257522163610329,0.14710171425990973,-2.7015745513136,0.10723020696586028,-0.778644967704108,1.0402130149880415,41,6," "
G334.0+0.0,334.096923842105,0.0397786210526316,0.135044981442377,0.12476360381414772,-4.31670105786668,0.2719790438494799,-1.2580593813593,0.21682892155869823,133,12," "
G334.6+0.4,334.656177535714,0.465720214285714,0.14552769812535,0.1195358240997874,-4.17908146611238,0.5193159857481011,-0.216354137096817,0.2444144880343562,40,3,f
G334.6-0.0,334.678037972973,-0.0448583513513513,0.188420709559426,0.06653441006484079,-2.9739442444161,0.09995824216041292,-0.339653272801606,0.1678239594432023,51,6," "
G334.8+2.7,334.809270025,2.71278705,0.283240409224728,0.1562637506931382,-2.10252608395981,0.23352090644073442,0.0137194621103399,0.1614454467697631,56,14,f
G335.2-0.2,335.20784974026,-0.283509415584416,0.324875560630563,0.06894381065926238,-3.1604009330312,0.26779957807861654,-0.581910820813753,0.1634753972992346,220,20," "
G335.7+0.1,335.771132823529,0.180741911764706,0.0666204181344823,0.04968711317077929,-4.3258886844832,0.17591434421784577,0.0435723986376819,0.18014687287972986,46,4," "
G335.7+2.6,335.7701791875,2.61439615625,0.476830274997556,0.05933602842497706,-1.99967663967827,0.12139771661428911,-0.0325690708930217,0.09548835551617608,44,26," "
G336.0-2.6,336.001318310345,-2.61817382758621,0.817677860364912,0.05069516638313561,-3.17999581192892,0.09148711465993908,-2.97181700170877,0.08692832107144963,41,19,f
G336.2-1.0,336.249328647059,-1.05777520588235,0.751098564139962,0.060536562093126974,-2.43492054844099,0.12332133625845096,-3.80512137014612,0.1551329690467522,46,26," "
G336.4+0.0,336.449211982143,0.0270749642857143,0.302283236605629,0.08897408459539305,-2.34310948103284,0.24261269839136715,-1.06981814851851,0.12898325489806986,80,7," "
G337.0-0.0,337.089173590278,-0.0352137430555556,0.25514912313706,0.20458494811717254,-3.88869012696494,0.21250361816916385,-0.0330915788481721,0.32630873283711526,204,11," "
G337.0-0.9,337.022230818182,-0.909313,0.721620341061209,0.15127786073491412,-3.8069565248115,0.41942365579633795,-0.70122349522253,0.32514731487214166,92,23,f
G337.1-0.3,337.12980936,-0.37701668,0.575422364810395,0.14019858348357467,-1.69741870098255,0.19462519583476204,-3.43882814309705,0.17198872468547843,35,4,f
G337.8-0.2,337.819284694611,-0.201417281437126,0.396317517704913,0.044161931925308005,-3.95938088999961,0.12866168700554395,-0.887836412090125,0.09591506962930452,713,64," "
G338.4+0.0,338.434572019608,0.0460995196078431,0.204178377506005,0.07679398073648434,-5.67915662700754,0.5091418526792963,0.177805510805804,0.23114408486858137,144,17,f
G338.6-0.9,338.614483486487,-0.989187594594595,0.38962740054258,0.05618316854329821,-3.32936309102229,0.3414147414206879,-1.19840837497749,0.10114394093607258,51,10," "
G338.9+0.4,338.908368147368,0.485052242105263,0.207676064282151,0.053781093792852765,-3.83875241137842,0.0889258282888309,-0.403448859506273,0.19076240747601036,133,29," "
G339.1-0.4,339.179041852761,-0.409847938650307,0.346162290662049,0.057920193309699705,-3.72093921556392,0.08969005601182899,-0.311480725180362,0.1107961970805252,231,34," "
G339.4+0.0,339.452544772727,0.00380847727272727,0.213184441198367,0.06627229819458715,-4.06117189947099,0.10645814036428736,-0.445572174898979,0.10827340119293592,124,13,f
G339.9-1.0,339.925778447059,-1.04691396470588,0.376829496352352,0.19437724010395932,-3.2400678263997,0.21758238006285127,-3.22544674353254,0.09440892336158739,121,11,f
G340.2-0.1,340.231644901554,-0.199623222797927,0.34356385668607,0.04903311731394372,-4.06977836891003,0.08689755156908431,-0.481117577987378,0.2663337563352104,273,25," "
G340.8-0.1,340.813838241379,-0.123794379310345,,,,,,,,0,f
G340.7-1.9,340.772837122449,-1.93767879591837,0.975837587927817,0.06897063330122993,-2.95152447830554,0.10536964218875765,-1.29219287870077,0.09827671080025147,69,28," "
G340.8-1.0,340.839442401786,-1.01970327678571,0.332236396910009,0.05409570483755159,-1.90107837885781,0.09084961796101597,-0.855046079480127,0.09590772182352669,158,29," "
G341.1-0.3,341.1868421,-0.32352785,0.368387339850287,0.05139323789034985,-3.11426659803064,0.1337401865692982,-0.657066709978269,0.10806625100996754,112,11," "
G341.2+0.1,341.254735673077,0.148563711538462,0.0699999764829722,0.05201652307883433,-4.30533779998646,0.28172480049024295,-0.295641894911574,0.24255890679824307,74,5," "
G342.1+0.2,342.162571909677,0.201114093548387,0.34400457268165,0.04319673032696657,-2.73338377637214,0.1604158213965986,-0.677129944460784,0.11263792227483563,442,62," "
G343.3-0.1,343.37976625,-0.142314598484848,0.378858042588196,0.08016931175412238,-2.07517311829524,0.26439574489953604,-1.82403751556888,0.18609327447497118,186,18," "
G343.8-0.1,343.819680870968,-0.113977814516129,0.606712448393123,0.14560039140511588,-1.92098183883057,0.2225724179629484,-0.197556147940062,0.3615033330790102,176,15,f
G344.1-0.6,344.1494119875,-0.6171184,0.370542892831798,0.1335360612201816,-3.2411737229218,0.39645351312923965,-0.976211263598132,0.20129516204783585,114,8," "
G344.4+0.1,344.496520392857,0.169352,0.108323077640918,0.08875274861266441,-4.2122830859307,0.21494025574204428,0.931502304907932,0.47364374838615386,40,6,f
G345.0+1.5,345.000710153968,1.58997756349206,0.56398654257584,0.04081232085656274,-1.1203188086344,0.07429238498763949,-0.563584118855052,0.07412943808228258,900,412," "
G345.1-0.1,345.103132,-0.190157623853211,0.408082601444656,0.10160888955403832,-3.84032878761705,0.16789703904615277,0.0242336707832677,0.23338437602084416,155,5," "
G345.3+0.9,345.320105736486,0.987127662162162,0.652651941721762,0.05783699102913746,-1.65153308953631,0.13158159291083074,-0.463910258426164,0.12678183937451346,210,36," "
G345.2-0.8,345.28498209589,-0.895021698630137,0.394081855836405,0.05209972740731127,-2.52605860077662,0.10018045219160057,-0.424126273370642,0.08967323450344877,103,22," "
G345.5+0.2,345.500727583333,0.29714625,0.319387054752139,0.10839065461533626,-1.73531982802996,0.17957261402128988,-0.686358436319523,0.14021088918384095,32,5," "
G345.5-0.0,345.587124176471,-0.0310801764705882,0.568809121705397,0.20405385974232465,-1.96512320034348,0.259453099427959,-0.547940687902682,0.25649719158608836,46,7," "
G345.9-1.1,345.900077941177,-1.11172764705882,0.0646773532016038,0.04840443861448876,-3.86778537483262,0.727707424725924,0.573664857857839,0.5477846935064349,46,4," "
G346.2-0.0,346.263771483871,-0.0113810483870968,0.336117550725659,0.07444871428917982,-2.96773062562522,0.12806568061651888,-0.543707132116872,0.12008795160489066,88,11," "
G347.6+0.0,347.627676167742,0.0423754516129032,0.315459802760423,0.05125427953091722,-2.23805590719967,0.28681869079098876,-0.596796910282058,0.10965474488160891,221,33," "
G348.2+0.4,348.271057446809,0.434414673758865,0.553489496784469,0.05524606506433543,-2.36468707700797,0.08406403066794017,-0.655644429087816,0.09841645086011569,199,34," "
G348.7-0.9,348.732055245763,-0.917513245762712,0.370963512154992,0.04910187069997844,-3.01498669745152,0.13281478418687284,-0.519564366401234,0.08913572418917745,166,48," "
G349.0+0.0,349.086406953846,0.0755712153846154,0.330411987932492,0.058030450258933525,-3.25546955892595,0.32115079440771427,-0.342427949378001,0.11346983618182502,184,29," "
G349.6-1.1,349.635856461538,-1.10135469230769,0.540944444037947,0.05886607674392933,-1.91578186843267,0.11279732022628804,-0.319498726220697,0.25621865176288044,36,11," "
G350.0+0.0,350.030551781513,0.0625607394957983,0.222215676705681,0.12620217924066787,-3.20828166022742,0.29620178838558386,-0.342490385262425,0.19486155137724367,169,15,f
G350.0-1.1,350.063585912281,-1.17774866666667,0.467115349446476,0.06974817162301242,-0.577058868993543,0.47216491561939744,-0.251498305199489,0.13846127089225302,81,9,f
G350.2+1.3,350.243795515152,1.333039,0.712521180400595,0.17792155770593693,-1.34269780669347,0.31349879303358463,-0.863834039792624,0.1604825420289671,47,5," "
G350.5-0.4,350.55939336478,-0.481022663522013,0.288645810358427,0.05995005546733956,-1.90401859937141,0.15264514009535438,-0.243116893465607,0.08341844890128895,454,66," "
G350.6+0.9,350.689710661417,0.944992346456693,0.634677337396088,0.057158735511320585,-1.57324274181611,0.15074768447177953,-1.15841393951617,0.08943120252594995,181,24," "
G350.9+0.7,350.941957466667,0.707916466666667,0.523543161814146,0.08278320780521312,-1.03716024111866,0.1362280325037116,-0.883285645898392,0.1229695144526878,105,5," "
G351.2+0.6,351.232283767442,0.645061744186047,0.527551066406681,0.05074144565304175,-1.34312091414548,0.09688598548400758,-1.1425768181778,0.33683656663134975,59,13,f
G351.5+0.6,351.503097174419,0.645421906976744,0.605756254395066,0.10323036933095742,-1.47634811704716,0.17795066145163335,-0.266923771244121,0.17240506547584852,122,5,f
G351.5-0.4,351.551892545455,-0.411413,0.558418638655324,0.09489668208398021,-1.4675172438897,0.8616951017271934,-0.59507715193977,0.1313364761513571,47,3," "
G351.8+0.6,351.8131883,0.6328719,0.0692875660530972,0.052257795500965314,-3.26444873212731,1.6794139464909879,6.19218028982826,1.5400998959345409,42,1,f
G351.7-0.5,351.778919613636,-0.513057090909091,0.0664125734728494,0.05029628276262055,-1.76485798142312,0.5683451944416826,-0.687749665144762,0.6234774464946784,62,1,f
G352.0+0.7,352.085704685185,0.710941185185185,0.760708311767835,0.13915195066141098,-1.48133654837171,0.29794713355772134,-1.4313489376941,0.20756673940159884,76,4," "
G352.0-0.3,352.0360525,-0.303367181818182,0.642729970902123,0.06352957143399748,-1.4195994216288,0.39592965227242005,-1.11280666960344,0.14229605467798911,92,11," "
G352.1+0.3,352.160486851852,0.358182925925926,0.723213664278035,0.085801199190872,-1.93990644696318,0.20741277775758868,-0.530658286649375,0.4594305835897082,37,8," "
G352.2-0.1,352.203406836735,-0.112321306122449,0.445492215123096,0.4061246067573725,-11.0109380191787,0.21906745688970955,-2.48997547711487,0.26515989581383564,69,4,f
G352.5+0.7,352.501274903226,0.784828903225806,0.169002517957382,0.15617173422852873,-1.66980201152206,0.47301086292705413,-1.44592685423402,0.4792732177378395,43,4," "
G352.5-0.2,352.595433714286,-0.238518904761905,0.45734059339922,0.13482454197415453,-1.40296418016649,0.22071600236795647,-1.01691390884014,0.18576914720866833,58,4,f
G353.0+0.6,353.07760852459,0.614238016393443,0.478342656395311,0.0631787921420964,-2.16081451483182,0.16193824607552976,-0.254762113047654,0.2561726541472202,87,26," "
G353.1+0.8,353.136757705263,0.859082515789474,0.569835685076106,0.046209753976509386,-2.24361187906702,0.07716982993682175,-0.415631212271403,0.08774072826999443,135,45," "
G353.2+0.6,353.249733125,0.624638416666667,0.60381718409434,0.05107343941052402,-2.66350722451721,0.11195442137081156,-0.854537964386832,0.0935877435127736,34,12," "
G353.3-0.3,353.340498942857,-0.305835328571429,0.501665750584874,0.10387748186387456,-3.55134036767054,0.1221031554399437,-0.0120297421534306,0.1249851476624312,98,4,f
G353.4-0.0,353.407932433962,-0.0822897924528302,0.119035209093365,0.11006518384814054,-2.14950687410917,0.7729181382491132,0.19843041244402,0.7312640531954369,75,4," "
G353.9+0.2,353.911885816327,0.262276183673469,0.949024743517515,0.27893891909091206,-2.37076482285309,0.3411888957389169,0.58650168193396,0.38212510044401715,69,6," "
G354.1+0.0,354.17841456,0.08221576,0.679991343539692,0.11818572586830399,-2.07729403474039,0.17469578399245558,1.7854596986022,0.16975928345666658,35,2,f
G354.6+0.4,354.660465579365,0.406334507936508,0.573704464358158,0.10178066976220204,-1.140304242429,1.2227890485426258,-1.05062556263069,0.1877716793311225,180,12,f
G355.0+1.2,355.056964304348,1.2547795,0.788358048122874,0.05961441785847549,-0.440043766912215,0.11795421633421414,-2.11351098387481,0.12461285041887257,64,23," "
G355.5+0.0,355.540935759184,0.0538287673469388,0.825138793350875,0.04830872109208851,-0.0549706458718886,0.08781430207354778,-0.641860244972231,0.3670274870025182,349,63,f
G355.8+0.7,355.812183277778,0.734190944444444,0.937984004427003,0.05774581047622118,0.29997711298382,0.09747313528522977,-1.90098653349162,0.110150763391274,50,22," "
G356.4-0.0,356.487207153509,-0.0138326359649123,0.563084180497225,0.08804913536033,-2.82817641837688,1.041962239571308,0.0625694473142565,0.14521437389482386,324,25," "
G357.0+0.0,357.040963232558,0.0800866511627907,0.119485861939274,0.10394021273128201,-1.6573893868348,0.4869768499357568,-3.33586220717579,0.7208437860145028,59,5,f
G357.3-1.5,357.368767027778,-1.56351375,0.912889503615443,0.06763223802611394,-1.54568572309158,0.1072926378504343,-2.34127057430934,0.14272599941354164,50,14," "
G357.5-0.3,357.578257647059,-0.318597764705882,0.313235137343448,0.07258499899097208,-4.57273617403471,0.11253876928390959,-0.391913940963863,0.11487825735296595,48,2,f
G358.0-0.1,358.030746896552,-0.168631620689655,0.220432590989976,0.09084644798141592,-1.91672055845075,0.21342719187663087,-1.35653120163192,0.21395050402798982,41,3," "
G358.3-1.9,358.337585944828,-1.98283442068966,0.71117512443992,0.0432011558465485,-2.54879607354756,0.08630521579251149,0.273700058353558,0.08488257255995119,205,70," "
G358.3-0.4,358.328695238095,-0.461063666666667,0.914674405468261,0.23735747261048395,-1.46133237657047,0.2466383639249092,0.223016404443144,0.27632420617591286,89,2,f
G358.4-0.3,358.4974799375,-0.367542875,0.0867575601676457,0.07044823839291281,-5.99247961005175,3.0408554808654893,2.37165027473304,2.510181850707234,44,1,f
G358.6-0.7,358.6210132,-0.797853133333333,0.342042611525385,0.07352224424717944,-0.933716957676012,0.1142779390408497,-0.121196741779126,0.11196793525824125,63,1,f
G358.8-0.0,358.88592545614,-0.00803484210526316,0.570180142992265,0.0581884981287789,-1.55054633257036,0.12375439743834998,-0.323807825510448,0.8284553209805842,79,6,f
G359.3+0.3,359.38321475,0.316301666666667,0.538912875800698,0.056168760651121155,-0.01740764325471,0.11244495112618746,-0.841079553420565,0.1288589495102082,50,3,f
G359.9-0.4,359.984474916667,-0.461143125,0.0747082826850097,0.056828125448101445,-1.37628153198524,0.2478202747785893,-0.791147757447752,0.5630478852559143,32,4,f
G0.2-0.4,0.2266224140625,-0.4723484609375,0.368091942626334,0.07584469174224504,-2.06648770748781,0.5001313437601245,-2.28790785981194,0.12956743884054842,182,12," "
G0.2-0.1,0.278173845360826,-0.107602974226804,0.407321044158256,0.04303913358327077,-1.41948818131704,0.07475214623699801,-0.865176745395815,0.07937146806653633,3662,194,f
G0.4-0.6,0.49917205,-0.68215105,0.141524750058767,0.08759385966871545,-3.61881933719557,0.1948818820985773,-1.91304949219461,0.16394785503962073,84,6," "
G0.5-0.8,0.569220711538462,-0.862976961538461,0.394789587125023,0.09084926195945525,-2.46168476927299,0.315158985975128,-0.0236545481445072,0.3466219259186039,72,7," "
G0.6+0.6,0.686169791666667,0.647330541666667,0.700055073043902,0.15272651448821015,-0.281993221524982,0.1830493475780624,0.18725548623553,0.16556649365074086,32,2,f
G1.7-0.1,1.71798122580645,-0.129069602150538,0.287188858799784,0.2138195039762183,0.600831295601432,0.28382754165511437,0.304116737825997,0.23263817016092656,131,7," "
G2.2+0.2,2.26892518181818,0.238921272727273,,,,,,,,0,f
G2.6+0.1,2.62779762857143,0.172490628571429,0.803427421460953,0.05514369068437621,-1.31771383295814,0.08200014915324856,-1.2316121074871,0.09422190379256438,49,1,f
G2.9-0.0,2.9636386,-0.074060125,0.902792024260015,0.6473405470253858,-1.9134824859492,0.7090019024738301,0.38843379295402,0.4535991499955429,56,1,f
G3.5-0.0,3.52427263529412,-0.0886797647058823,0.368430856002737,0.10468000694005801,-0.49354423089215,0.21209195248911286,-0.37790417126414,0.19424659549183357,119,10," "
G4.1+0.0,4.18357880769231,0.00789919230769231,0.412287325335064,0.12526317530699,-0.747510401644505,0.3932822017168057,0.141343613990006,0.17521700862475348,72,8," "
G4.0-1.0,4.07381782666667,-1.00289021333333,0.822863724926135,0.06194456838123209,-0.815530818399115,0.16889377073299366,-2.81717849139609,0.13628645640482318,105,31," "
G4.8-0.0,4.81041626315789,-0.0160014,0.423484839102057,0.07897506796387939,-0.141685005902536,0.1538923850759374,-0.064131676562151,0.12766619736508128,133,6," "
G5.3+0.0,5.35242674468085,0.0745526382978723,0.0621914676685463,0.04694461634483891,-2.47338279209319,0.4681951084769091,0.36234840454904,0.25064886225224187,65,8,f
G5.4-0.2,5.485376875,-0.2619563125,0.383017795514743,0.07257161203382395,-1.76267661572241,0.13240276110816776,-0.522782438840527,0.31783960764763486,44,4,f
G5.9-0.9,5.92690143243243,-0.977616783783784,0.666877146042685,0.04501082038478331,-0.737581331052702,0.0881385170642362,-2.45728011589797,0.08223629399614703,51,18," "
G6.0-1.3,6.05652307142857,-1.34555609375,0.752425645807671,0.040855115023553226,-1.09071318052001,0.07678330572945559,-2.20560464884559,0.07550113338699657,320,193," "
G6.1-0.3,6.16391618820225,-0.361250994382022,0.399870382969884,0.05822234498840544,-0.804892363825531,0.08085640857635677,-0.607690729568944,0.08410500163221467,506,116,f
G6.6-1.5,6.66945085714286,-1.52515425,0.880041762474703,0.05873415255912012,-0.313787545375081,0.09917301462799843,-1.91037534396255,0.0980980743162303,38,17," "
G6.8-2.3,6.8915248372093,-2.350476,0.700772537552714,0.04930485987074222,-0.600239547671632,0.11398970021275055,-2.464033368977,0.15821326614918174,59,26," "
G6.9-0.2,6.97435398507463,-0.252412358208955,0.776537629841809,0.04611100427622828,-1.15714243146391,0.11347295627106244,-1.36146091607577,0.11716319522802783,93,23," "
G7.2-0.1,7.25414872727273,-0.137904318181818,0.321465551999701,0.07431856988682964,-1.60419489182765,0.20842941831370626,0.567760276553047,0.11446628569162037,62,6," "
G7.3-1.9,7.32254414473684,-1.99596081578947,0.839989026873931,0.04535467869749897,-0.308516699310571,0.08085829295635999,-2.32320480514268,0.08368948431462794,108,54," "
G7.4+0.6,7.403386,0.671191344827586,0.0751513665645497,0.05637811694447373,-7.38548891062469,0.974983188178849,-0.233410351618573,0.30794973672446985,41,7," "
G7.6-0.1,7.62245896296296,-0.116588407407407,0.0761771184822624,0.057976108652533956,-1.52699033626472,0.4384109627676134,-0.824773213625556,0.3551677604376694,37,4," "
G8.0-0.1,8.04411576923077,-0.171264711538462,0.180796508033943,0.08095532654908177,-2.08932484319692,0.15721554269644045,-0.252132003700148,0.15225355892262218,72,18," "
G8.4-0.2,8.4429851875,-0.2808988125,0.664702793008471,0.07370456616747458,-1.28256214342867,0.11822600457172922,-0.30877410645905,0.12421438824565244,90,5," "
G8.5-0.9,8.51695397916667,-0.996075854166667,0.769795276204913,0.04647486421553711,-0.530163917179592,0.09513984788709252,-2.01644162756126,0.19794276672723002,66,21," "
G8.5-0.6,8.52256835789474,-0.632642431578947,0.746754385946617,0.05587193137720055,-0.754889802840257,0.13201042501139834,-1.64308903682565,0.16906092699890757,133,19," "
G8.7-0.3,8.71957386842105,-0.380171157894737,0.699392322084286,0.12267297806179352,0.0417051317498342,0.20196254899962096,0.139943008911005,1.7311501207232614,52,3," "
G9.2-0.0,9.22924051612903,-0.0223095322580645,0.232860810771528,0.09813766446182307,-3.92284607514848,0.2611764996469869,-1.08651610277625,0.24091633815762536,86,12," "
G9.7-0.7,9.7733528030303,-0.782296734848485,0.307218509226956,0.056721183594174114,-1.87391825658789,0.21225060343641958,-0.743815225663587,0.09046661611176997,186,53," "
G10.1-0.1,10.1594943875969,-0.158817786821705,0.460258115244974,0.134144867405249,-1.47665221205586,1.0218903684760614,-1.10128956860221,0.11920871724633854,368,25," "
G10.3-0.8,10.3344124528302,-0.825688735849057,0.666683871931129,0.05758476507498795,-1.53736243685707,0.09181425014370148,-1.65369343763308,0.11555623071814816,75,29," "
G10.3+2.9,10.35399656,2.93620076,0.567420768131427,0.14987892973801797,-1.46017281596908,0.13867810433217423,-1.85690025937909,0.12179642390320679,35,9," "
G10.3+2.2,10.3985825416667,2.24777333333333,0.681727910230769,0.06957778394135938,-1.4592707100872,0.16308993685885198,-1.67987350826664,0.15237816806120874,102,21," "
G10.6-0.2,10.6713312857143,-0.274242885714286,0.758967798448309,0.09434225537094824,-0.0670012138773469,0.17486407783041755,-1.175404645518,0.17277384524644257,100,6," "
G10.8-2.4,10.8661837926829,-2.43110193292683,0.745555854793293,0.042733253053862726,-0.732920576874126,0.11239744551023921,-1.53336966470988,0.08277771693132369,234,102," "
G11.0-0.0,11.0856241923077,-0.0956053461538462,0.414375499978736,0.0846132878368179,-0.71777247767607,0.24793035054722923,-0.33197028535201,0.14596378222289608,74,7," "
G11.9-0.6,11.912432125,-0.606418875,0.416128202786913,0.0879939123720948,-0.441795312508299,0.33398283778027227,-0.933244770801836,0.7252018737401047,34,4," "
G11.9+0.7,11.9003671714286,0.709024857142857,0.07057269567838,0.052902488066767187,-0.894987970408991,0.2476978148893294,-1.00287702658782,0.33061438690223427,49,9,f
G11.9-0.1,11.9859441818182,-0.153941409090909,0.297509450503761,0.05134479677352318,-1.74791738518773,0.09123849442285957,-0.71829226964286,0.08427930756453964,62,7," "
G12.3+0.4,12.3974438518519,0.495948259259259,0.66367676800104,0.09511311113253045,-0.813145113353815,0.19441060876767502,-1.38887508539159,0.2017041339826491,37,11," "
G12.7+0.4,12.7794205125,0.417228675,0.586924116171299,0.09722962326116567,-0.714539396311017,0.21410764041466104,-0.944262032598575,0.2395781521486696,114,15," "
G12.9-0.1,12.9537111810345,-0.158992017241379,0.511383264372717,0.07434195218140129,-1.56517128004217,0.12544354198183316,-0.384931640985324,0.12026019750616528,496,44," "
G13.3+0.1,13.3375343214286,0.1901195,0.276479691031404,0.15936819644347688,-1.48655942199494,0.2125005958314132,-1.27868958116732,0.18531888216881956,38,13," "
