angDist,Sample_1,Object,OName,RAJ2000_1,DEJ2000_1,ObsDate,_tab1_7,TexpUVB,TexpVIS,TexpNIR,Lupus,Notes_1,n_Object,FHa,e_FHa,EWHa,e_EWHa,FHb,e_FHb,EWHb,e_EWHb,FHg,e_FHg,EWHg,e_EWHg,FHd,e_FHd,EWHd,e_EWHd,l_FHe,FHe,e_FHe,EWHe,e_EWHe,ra,dec,_RAJ2000,_DEJ2000,Region,CName,RAJ2000_2,DEJ2000_2,alpha,OType,FJ,FH,FKs,FIR1,FIR2,FIR3,FIR4,FMP1,FMP2,Sample_2,SpType,Teff,e_Teff,AV,Dist,logL_,e_logL_,R_,e_R_,l_M__B98_,M__B98_,e_M__B98_,l_M__B15_,M__B15_,e_M__B15_,M__DM97_,e_M__DM97_,l_M__DM97_,M__S00_,e_M__S00_,Notes_2,Template,l_logLacc,logLacc,l_logdMacc_dt_B98_,logdMacc_dt_B98_,l_logdMacc_dt_B15_,logdMacc_dt_B15_,l_logdMacc_dt_DM98_,logdMacc_dt_DM98_,l_logdMacc_dt_S00_,logdMacc_dt_S00_,Note,SimbadName
0.022089,,SSTc2dJ154518.5-342125,,15 45 18.53,-34 21 24.8,2015-06-25,2457198.97885,2x900,2x850,2x960,I,,,5.42e-14,3e-16,-27.795,2.57,4.78e-15,1.6e-16,-19.431,2.75,1.9e-15,8e-17,-15.574,2.5,1.07e-15,7e-17,-7.643,3.1,,7.48e-16,1.16e-16,-6.448,3.224,236.3272083333333,-34.35688888888889,236.327209,-34.356895,LUP_I,J154518.5-342125,236.327209,-34.356895,-1.0,YSOc_star+dust(IR1),35.1,42.0,42.8,37.7,37.9,35.8,40.3,38.5,,N,M6.5,2935,68,0.00,150,0.0407,0.0181,0.78,0.17,,0.08,0.02,,0.08,0.02,0.12,0.02,,0.10,0.01,,Par-Lup3-1,,-4.3,,-10.70,,-10.70,,-10.88,,-10.80,,SSTc2dJ154518.5-342125
0.022089,,SSTc2dJ154518.5-342125,,15 45 18.53,-34 21 24.8,2015-06-25,2457198.97885,2x900,2x850,2x960,I,,,5.42e-14,3e-16,-27.795,2.57,4.78e-15,1.6e-16,-19.431,2.75,1.9e-15,8e-17,-15.574,2.5,1.07e-15,7e-17,-7.643,3.1,,7.48e-16,1.16e-16,-6.448,3.224,236.3272083333333,-34.35688888888889,236.327209,-34.356895,LUP_I,J154518.5-342125,236.327209,-34.356895,-1.0,YSOc_star+dust(IR1),35.1,42.0,42.8,37.7,37.9,35.8,40.3,38.5,,N,M6.5,2935,68,0.00,150,0.0407,0.0181,0.78,0.17,,0.08,0.02,,0.08,0.02,0.12,0.02,,0.10,0.01,,Par-Lup3-1,,-4.3,,-10.70,,-10.70,,-10.88,,-10.80,,SSTc2dJ154518.5-342125
0.022089,,SSTc2dJ154518.5-342125,,15 45 18.53,-34 21 24.8,2015-06-25,2457198.97885,2x900,2x850,2x960,I,,,5.42e-14,3e-16,-27.795,2.57,4.78e-15,1.6e-16,-19.431,2.75,1.9e-15,8e-17,-15.574,2.5,1.07e-15,7e-17,-7.643,3.1,,7.48e-16,1.16e-16,-6.448,3.224,236.3272083333333,-34.35688888888889,236.327209,-34.356895,LUP_I,J154518.5-342125,236.327209,-34.356895,-1.0,YSOc_star+dust(IR1),35.1,42.0,42.8,37.7,37.9,35.8,40.3,38.5,,N,M6.5,2935,68,0.00,150,0.0407,0.0181,0.78,0.17,,0.08,0.02,,0.08,0.02,0.12,0.02,,0.10,0.01,,Par-Lup3-1,,-4.3,,-10.70,,-10.70,,-10.88,,-10.80,,SSTc2dJ154518.5-342125
0.055783,,SSTc2dJ155925.2-423507,,15 59 25.24,-42 35 07.1,2015-06-27,2457200.014418,2x900,2x850,2x960,IV,,,4.28e-15,3.8e-16,-0.998,0.235,9.92e-16,8.4e-17,-1.094,0.308,6.2e-16,1.11e-16,-1.968,0.688,3.93e-16,7.1e-17,-1.224,0.49,,2.74e-16,4.4e-17,-1.377,0.688,239.85516666666663,-42.58530555555556,239.855179,-42.585293,LUP_IV,J155925.2-423507,239.855179,-42.585293,-1.17,star+dust(MP1),8.56,10.0,8.32,,,,,5.59,,N,M5,3125,72,0.00,150,0.0195,0.0092,0.48,0.11,,0.12,0.03,,0.14,0.03,0.17,0.03,,0.12,0.02,,SO641,,-4.4,,-11.19,,-11.26,,-11.34,,-11.19,,SSTc2dJ155925.2-423507
0.055783,,SSTc2dJ155925.2-423507,,15 59 25.24,-42 35 07.1,2015-06-27,2457200.014418,2x900,2x850,2x960,IV,,,4.28e-15,3.8e-16,-0.998,0.235,9.92e-16,8.4e-17,-1.094,0.308,6.2e-16,1.11e-16,-1.968,0.688,3.93e-16,7.1e-17,-1.224,0.49,,2.74e-16,4.4e-17,-1.377,0.688,239.85516666666663,-42.58530555555556,239.855179,-42.585293,LUP_IV,J155925.2-423507,239.855179,-42.585293,-1.17,star+dust(MP1),8.56,10.0,8.32,,,,,5.59,,N,M5,3125,72,0.00,150,0.0195,0.0092,0.48,0.11,,0.12,0.03,,0.14,0.03,0.17,0.03,,0.12,0.02,,SO641,,-4.4,,-11.19,,-11.26,,-11.34,,-11.19,,SSTc2dJ155925.2-423507
0.06453,,SSTc2dJ160000.6-422158,,16 00 00.62,-42 21 57.5,2015-04-03,2457115.345055,2x450,2x400,2x480,IV,,,1.96e-14,1.8e-15,-0.956,0.154,6.43e-15,1.11e-15,-1.086,0.363,4.16e-15,5e-16,-1.027,0.31,4.07e-15,7.5e-16,-1.433,0.62,,2.59e-15,4.8e-16,-1.032,0.483,240.0025833333333,-42.365972222222226,240.002563,-42.365982,LUP_IV,J160000.6-422158,240.002563,-42.365982,-1.33,star+dust(MP1),35.5,41.0,36.4,,,,,16.5,,N,M4.5,3200,74,0.00,150,0.0871,0.0415,0.96,0.23,,0.22,0.05,,0.20,0.04,0.19,0.03,,0.19,0.03,,SO797,,-3.1,,-9.85,,-9.81,,-9.79,,-9.79,,SSTc2dJ160000.6-422158
0.06453,,SSTc2dJ160000.6-422158,,16 00 00.62,-42 21 57.5,2015-04-03,2457115.345055,2x450,2x400,2x480,IV,,,1.96e-14,1.8e-15,-0.956,0.154,6.43e-15,1.11e-15,-1.086,0.363,4.16e-15,5e-16,-1.027,0.31,4.07e-15,7.5e-16,-1.433,0.62,,2.59e-15,4.8e-16,-1.032,0.483,240.0025833333333,-42.365972222222226,240.002563,-42.365982,LUP_IV,J160000.6-422158,240.002563,-42.365982,-1.33,star+dust(MP1),35.5,41.0,36.4,,,,,16.5,,N,M4.5,3200,74,0.00,150,0.0871,0.0415,0.96,0.23,,0.22,0.05,,0.20,0.04,0.19,0.03,,0.19,0.03,,SO797,,-3.1,,-9.85,,-9.81,,-9.79,,-9.79,,SSTc2dJ160000.6-422158
0.067868,,SSTc2dJ160002.4-422216,,16 00 02.37,-42 22 15.5,2015-07-01,2457204.165952,2x450,2x400,2x960,IV,,,1.09e-13,1e-14,-1.974,0.374,2.64e-14,6.6e-15,-1.334,0.312,2.28e-14,6e-15,-1.996,0.698,1.78e-14,3.9e-15,-1.692,0.667,,2.14e-14,3e-15,-4.727,2.41,240.00987499999997,-42.37097222222222,240.009888,-42.370956,LUP_IV,J160002.4-422215,240.009888,-42.370956,-1.15,star+dust(MP1),42.0,60.0,58.5,,,,,41.0,,N,M4,3270,75,1.40,150,0.1479,0.0666,1.20,0.27,,0.27,0.05,,0.22,0.04,0.20,0.03,,0.24,0.04,,Sz94,,-3.0,,-9.75,,-9.66,,-9.61,,-9.69,,SSTc2dJ160002.4-422216
0.067868,,SSTc2dJ160002.4-422216,,16 00 02.37,-42 22 15.5,2015-07-01,2457204.165952,2x450,2x400,2x960,IV,,,1.09e-13,1e-14,-1.974,0.374,2.64e-14,6.6e-15,-1.334,0.312,2.28e-14,6e-15,-1.996,0.698,1.78e-14,3.9e-15,-1.692,0.667,,2.14e-14,3e-15,-4.727,2.41,240.00987499999997,-42.37097222222222,240.009888,-42.370956,LUP_IV,J160002.4-422215,240.009888,-42.370956,-1.15,star+dust(MP1),42.0,60.0,58.5,,,,,41.0,,N,M4,3270,75,1.40,150,0.1479,0.0666,1.20,0.27,,0.27,0.05,,0.22,0.04,0.20,0.03,,0.24,0.04,,Sz94,,-3.0,,-9.75,,-9.66,,-9.61,,-9.69,,SSTc2dJ160002.4-422216
0.045083,,SSTc2dJ160026.1-415356,,16 00 26.13,-41 53 55.6,2015-06-28,2457201.00797,2x900,2x850,2x960,IV,,,2.41e-14,1.9e-15,-1.713,0.328,8.05e-15,1.08e-15,-2.176,0.71,5.97e-15,8.5e-16,-2.833,0.507,5.1e-15,8.1e-16,-2.923,1.169,,4.81e-15,1.02e-15,-3.571,1.31,240.10887499999995,-41.89877777777778,240.108887,-41.898769,LUP_IV,J160026.1-415356,240.108887,-41.898769,-1.12,YSOc_star+dust(IR3),29.7,37.0,32.5,21.5,16.8,14.2,16.3,24.0,,N,M5.5,3060,71,0.90,150,0.0661,0.0397,0.91,0.27,,0.14,0.03,,0.14,0.03,0.15,0.02,,0.14,0.03,,SO925,,-3.3,,-9.88,,-9.88,,-9.91,,-9.88,,SSTc2dJ160026.1-415356
0.045083,,SSTc2dJ160026.1-415356,,16 00 26.13,-41 53 55.6,2015-06-28,2457201.00797,2x900,2x850,2x960,IV,,,2.41e-14,1.9e-15,-1.713,0.328,8.05e-15,1.08e-15,-2.176,0.71,5.97e-15,8.5e-16,-2.833,0.507,5.1e-15,8.1e-16,-2.923,1.169,,4.81e-15,1.02e-15,-3.571,1.31,240.10887499999995,-41.89877777777778,240.108887,-41.898769,LUP_IV,J160026.1-415356,240.108887,-41.898769,-1.12,YSOc_star+dust(IR3),29.7,37.0,32.5,21.5,16.8,14.2,16.3,24.0,,N,M5.5,3060,71,0.90,150,0.0661,0.0397,0.91,0.27,,0.14,0.03,,0.14,0.03,0.15,0.02,,0.14,0.03,,SO925,,-3.3,,-9.88,,-9.88,,-9.91,,-9.88,,SSTc2dJ160026.1-415356
0.045083,,SSTc2dJ160026.1-415356,,16 00 26.13,-41 53 55.6,2015-06-28,2457201.00797,2x900,2x850,2x960,IV,,,2.41e-14,1.9e-15,-1.713,0.328,8.05e-15,1.08e-15,-2.176,0.71,5.97e-15,8.5e-16,-2.833,0.507,5.1e-15,8.1e-16,-2.923,1.169,,4.81e-15,1.02e-15,-3.571,1.31,240.10887499999995,-41.89877777777778,240.108887,-41.898769,LUP_IV,J160026.1-415356,240.108887,-41.898769,-1.12,YSOc_star+dust(IR3),29.7,37.0,32.5,21.5,16.8,14.2,16.3,24.0,,N,M5.5,3060,71,0.90,150,0.0661,0.0397,0.91,0.27,,0.14,0.03,,0.14,0.03,0.15,0.02,,0.14,0.03,,SO925,,-3.3,,-9.88,,-9.88,,-9.91,,-9.88,,SSTc2dJ160026.1-415356
0.311978,,SSTc2dJ160703.9-391112,,16 07 03.84,-39 11 11.3,2016-06-02,2457542.198741,4x960,4x910,4x480,III,,,6.77e-16,6.9e-17,-1.074,0.246,1.38e-16,2.3e-17,-1.132,0.419,6.56e-17,1.18e-17,-0.667,0.233,4.36e-17,1.21e-17,-0.45,0.204,,3.7e-17,6.4e-18,-0.526,0.218,241.76599999999996,-39.18647222222222,241.766037,-39.186554,LUP_III,J160703.9-391112,241.766037,-39.186554,0.09,YSOc_star+dust(IR1),2.14,3.0,3.79,4.02,5.08,6.92,11.7,33.6,99.2,N,M4.5,3200,74,0.60,200,0.0048,0.0026,0.23,0.06,,0.15,0.03,<,0.10,,0.18,0.03,,0.17,0.03,"sl, td?",SO797,,-5.2,,-12.41,,-12.38,,-12.46,,-12.49,,SSTc2dJ160703.9-391112
0.311978,,SSTc2dJ160703.9-391112,,16 07 03.84,-39 11 11.3,2016-06-02,2457542.198741,4x960,4x910,4x480,III,,,6.77e-16,6.9e-17,-1.074,0.246,1.38e-16,2.3e-17,-1.132,0.419,6.56e-17,1.18e-17,-0.667,0.233,4.36e-17,1.21e-17,-0.45,0.204,,3.7e-17,6.4e-18,-0.526,0.218,241.76599999999996,-39.18647222222222,241.766037,-39.186554,LUP_III,J160703.9-391112,241.766037,-39.186554,0.09,YSOc_star+dust(IR1),2.14,3.0,3.79,4.02,5.08,6.92,11.7,33.6,99.2,N,M4.5,3200,74,0.60,200,0.0048,0.0026,0.23,0.06,,0.15,0.03,<,0.10,,0.18,0.03,,0.17,0.03,"sl, td?",SO797,,-5.2,,-12.41,,-12.38,,-12.46,,-12.49,,SSTc2dJ160703.9-391112
0.311978,,SSTc2dJ160703.9-391112,,16 07 03.84,-39 11 11.3,2016-06-02,2457542.198741,4x960,4x910,4x480,III,,,6.77e-16,6.9e-17,-1.074,0.246,1.38e-16,2.3e-17,-1.132,0.419,6.56e-17,1.18e-17,-0.667,0.233,4.36e-17,1.21e-17,-0.45,0.204,,3.7e-17,6.4e-18,-0.526,0.218,241.76599999999996,-39.18647222222222,241.766037,-39.186554,LUP_III,J160703.9-391112,241.766037,-39.186554,0.09,YSOc_star+dust(IR1),2.14,3.0,3.79,4.02,5.08,6.92,11.7,33.6,99.2,N,M4.5,3200,74,0.60,200,0.0048,0.0026,0.23,0.06,,0.15,0.03,<,0.10,,0.18,0.03,,0.17,0.03,"sl, td?",SO797,,-5.2,,-12.41,,-12.38,,-12.46,,-12.49,,SSTc2dJ160703.9-391112
0.070564,,SSTc2dJ160830.7-382827,,16 08 30.70,-38 28 26.8,2015-07-02,2457205.155128,2x150,2x100,2x150,III,,,,,,,,,,,,,,,,,,,,,,,,242.12791666666664,-38.474111111111114,242.127899,-38.474125,LUP_III,J160830.7-382827,242.127899,-38.474125,-0.87,star+dust(MP1),410.0,452.0,342.0,,,,,473.0,2200.0,N,K2,4900,226,0.20,200,3.0200,1.3082,2.41,0.52,>,1.40,,>,1.40,,1.32,0.35,,1.81,0.28,td,RXJ0438,<,-1.8,<,-8.96,<,-8.96,<,-8.93,<,-9.07,a,SSTc2dJ160830.7-382827
0.070564,,SSTc2dJ160830.7-382827,,16 08 30.70,-38 28 26.8,2015-07-02,2457205.155128,2x150,2x100,2x150,III,,,,,,,,,,,,,,,,,,,,,,,,242.12791666666664,-38.474111111111114,242.127899,-38.474125,LUP_III,J160830.7-382827,242.127899,-38.474125,-0.87,star+dust(MP1),410.0,452.0,342.0,,,,,473.0,2200.0,N,K2,4900,226,0.20,200,3.0200,1.3082,2.41,0.52,>,1.40,,>,1.40,,1.32,0.35,,1.81,0.28,td,RXJ0438,<,-1.8,<,-8.96,<,-8.96,<,-8.93,<,-9.07,a,SSTc2dJ160830.7-382827
0.157208,,SSTc2dJ160836.2-392302,V1094 Sco,16 08 36.18,-39 23 02.5,2016-05-13,2457522.227447,4x300,4x250,4x100,III,,,1.86e-12,1.9e-13,-1.45,0.268,3.92e-13,1e-13,-0.542,0.215,1.82e-13,6.5e-14,-0.373,0.13,1.31e-13,3.7e-14,-0.36,0.176,,1.42e-13,2.7e-14,-0.78,0.275,242.15074999999996,-39.384027777777774,242.150772,-39.384068,RXJ1608.6-3922,J160836.2-392303,242.150772,-39.384068,-1.23,YSOc_star+dust(IR2),177.0,247.0,229.0,153.0,138.0,132.0,132.0,113.0,,N,K6,4205,193,1.70,200,1.9499,0.8633,2.63,0.63,,1.39,0.13,,0.79,0.18,0.89,0.24,,0.47,0.14,td?,RXJ1543.1-3920,,-0.8,,-7.92,,-7.67,,-7.45,,-7.72,,SSTc2dJ160836.2-392302
0.157208,,SSTc2dJ160836.2-392302,V1094 Sco,16 08 36.18,-39 23 02.5,2016-05-13,2457522.227447,4x300,4x250,4x100,III,,,1.86e-12,1.9e-13,-1.45,0.268,3.92e-13,1e-13,-0.542,0.215,1.82e-13,6.5e-14,-0.373,0.13,1.31e-13,3.7e-14,-0.36,0.176,,1.42e-13,2.7e-14,-0.78,0.275,242.15074999999996,-39.384027777777774,242.150772,-39.384068,RXJ1608.6-3922,J160836.2-392303,242.150772,-39.384068,-1.23,YSOc_star+dust(IR2),177.0,247.0,229.0,153.0,138.0,132.0,132.0,113.0,,N,K6,4205,193,1.70,200,1.9499,0.8633,2.63,0.63,,1.39,0.13,,0.79,0.18,0.89,0.24,,0.47,0.14,td?,RXJ1543.1-3920,,-0.8,,-7.92,,-7.67,,-7.45,,-7.72,,SSTc2dJ160836.2-392302
0.169478,,SSTc2dJ160836.2-392302,V1094 Sco,16 08 36.18,-39 23 02.5,2016-05-13,2457522.227447,4x300,4x250,4x100,III,,,1.86e-12,1.9e-13,-1.45,0.268,3.92e-13,1e-13,-0.542,0.215,1.82e-13,6.5e-14,-0.373,0.13,1.31e-13,3.7e-14,-0.36,0.176,,1.42e-13,2.7e-14,-0.78,0.275,242.15074999999996,-39.384027777777774,242.150696,-39.384006,LUP_III,J160836.2-392302,242.150696,-39.384006,-1.16,YSOc_star+dust(IR2),177.0,247.0,229.0,129.0,265.0,166.0,229.0,162.0,440.0,N,K6,4205,193,1.70,200,1.9499,0.8633,2.63,0.63,,1.39,0.13,,0.79,0.18,0.89,0.24,,0.47,0.14,td?,RXJ1543.1-3920,,-0.8,,-7.92,,-7.67,,-7.45,,-7.72,,SSTc2dJ160836.2-392302
0.169478,,SSTc2dJ160836.2-392302,V1094 Sco,16 08 36.18,-39 23 02.5,2016-05-13,2457522.227447,4x300,4x250,4x100,III,,,1.86e-12,1.9e-13,-1.45,0.268,3.92e-13,1e-13,-0.542,0.215,1.82e-13,6.5e-14,-0.373,0.13,1.31e-13,3.7e-14,-0.36,0.176,,1.42e-13,2.7e-14,-0.78,0.275,242.15074999999996,-39.384027777777774,242.150696,-39.384006,LUP_III,J160836.2-392302,242.150696,-39.384006,-1.16,YSOc_star+dust(IR2),177.0,247.0,229.0,129.0,265.0,166.0,229.0,162.0,440.0,N,K6,4205,193,1.70,200,1.9499,0.8633,2.63,0.63,,1.39,0.13,,0.79,0.18,0.89,0.24,,0.47,0.14,td?,RXJ1543.1-3920,,-0.8,,-7.92,,-7.67,,-7.45,,-7.72,,SSTc2dJ160836.2-392302
0.169478,,SSTc2dJ160836.2-392302,V1094 Sco,16 08 36.18,-39 23 02.5,2016-05-13,2457522.227447,4x300,4x250,4x100,III,,,1.86e-12,1.9e-13,-1.45,0.268,3.92e-13,1e-13,-0.542,0.215,1.82e-13,6.5e-14,-0.373,0.13,1.31e-13,3.7e-14,-0.36,0.176,,1.42e-13,2.7e-14,-0.78,0.275,242.15074999999996,-39.384027777777774,242.150696,-39.384006,LUP_III,J160836.2-392302,242.150696,-39.384006,-1.16,YSOc_star+dust(IR2),177.0,247.0,229.0,129.0,265.0,166.0,229.0,162.0,440.0,N,K6,4205,193,1.70,200,1.9499,0.8633,2.63,0.63,,1.39,0.13,,0.79,0.18,0.89,0.24,,0.47,0.14,td?,RXJ1543.1-3920,,-0.8,,-7.92,,-7.67,,-7.45,,-7.72,,SSTc2dJ160836.2-392302
0.071027,,SSTc2dJ160927.0-383628,,16 09 26.98,-38 36 27.6,2015-07-13,2457216.022778,2x900,2x850,2x960,III,,,3.39e-13,3e-15,-7.374,0.237,2.07e-13,9e-15,-6.055,0.694,1.73e-13,1.1e-14,-5.26,1.31,1.7e-13,1e-14,-6.347,1.21,,1.14e-13,1.4e-14,-4.196,1.39,242.3624166666666,-38.60766666666667,242.362396,-38.607678,LUP_III,J160927.0-383628,242.362396,-38.607678,-0.89,star+dust(MP1),15.2,22.0,27.9,,,,,36.3,73.6,N,M4.5,3200,74,2.20,200,0.1148,0.0501,1.10,0.24,,0.23,0.05,,0.19,0.03,0.18,0.02,,0.20,0.03,,SO797,,-1.3,,-8.01,,-7.93,,-7.91,,-7.95,,SSTc2dJ160927.0-383628
0.071027,,SSTc2dJ160927.0-383628,,16 09 26.98,-38 36 27.6,2015-07-13,2457216.022778,2x900,2x850,2x960,III,,,3.39e-13,3e-15,-7.374,0.237,2.07e-13,9e-15,-6.055,0.694,1.73e-13,1.1e-14,-5.26,1.31,1.7e-13,1e-14,-6.347,1.21,,1.14e-13,1.4e-14,-4.196,1.39,242.3624166666666,-38.60766666666667,242.362396,-38.607678,LUP_III,J160927.0-383628,242.362396,-38.607678,-0.89,star+dust(MP1),15.2,22.0,27.9,,,,,36.3,73.6,N,M4.5,3200,74,2.20,200,0.1148,0.0501,1.10,0.24,,0.23,0.05,,0.19,0.03,0.18,0.02,,0.20,0.03,,SO797,,-1.3,,-8.01,,-7.93,,-7.91,,-7.95,,SSTc2dJ160927.0-383628
0.04828,,SSTc2dJ161018.6-383613,,16 10 18.56,-38 36 13.0,2015-08-18,2457252.041176,2x900,2x850,2x960,III,,,9.93e-15,8.3e-16,-1.49,0.289,2.53e-15,2.4e-16,-1.421,0.406,1.77e-15,2.1e-16,-1.821,0.638,1.39e-15,1.8e-16,-1.755,0.825,,1.25e-15,2.3e-16,-1.622,0.811,242.57733333333329,-38.603611111111114,242.577347,-38.603603,LUP_III,J161018.6-383613,242.577347,-38.603603,-1.46,YSOc_star+dust(IR2),13.8,15.0,13.2,7.03,6.3,4.67,4.97,4.01,,N,M5,3125,72,0.50,200,0.0603,0.0315,0.84,0.22,,0.17,0.04,,0.17,0.03,0.17,0.02,,0.15,0.03,,Par-Lup3-2,,-3.8,,-10.50,,-10.50,,-10.50,,-10.44,,SSTc2dJ161018.6-383613
0.04828,,SSTc2dJ161018.6-383613,,16 10 18.56,-38 36 13.0,2015-08-18,2457252.041176,2x900,2x850,2x960,III,,,9.93e-15,8.3e-16,-1.49,0.289,2.53e-15,2.4e-16,-1.421,0.406,1.77e-15,2.1e-16,-1.821,0.638,1.39e-15,1.8e-16,-1.755,0.825,,1.25e-15,2.3e-16,-1.622,0.811,242.57733333333329,-38.603611111111114,242.577347,-38.603603,LUP_III,J161018.6-383613,242.577347,-38.603603,-1.46,YSOc_star+dust(IR2),13.8,15.0,13.2,7.03,6.3,4.67,4.97,4.01,,N,M5,3125,72,0.50,200,0.0603,0.0315,0.84,0.22,,0.17,0.04,,0.17,0.03,0.17,0.02,,0.15,0.03,,Par-Lup3-2,,-3.8,,-10.50,,-10.50,,-10.50,,-10.44,,SSTc2dJ161018.6-383613
0.04828,,SSTc2dJ161018.6-383613,,16 10 18.56,-38 36 13.0,2015-08-18,2457252.041176,2x900,2x850,2x960,III,,,9.93e-15,8.3e-16,-1.49,0.289,2.53e-15,2.4e-16,-1.421,0.406,1.77e-15,2.1e-16,-1.821,0.638,1.39e-15,1.8e-16,-1.755,0.825,,1.25e-15,2.3e-16,-1.622,0.811,242.57733333333329,-38.603611111111114,242.577347,-38.603603,LUP_III,J161018.6-383613,242.577347,-38.603603,-1.46,YSOc_star+dust(IR2),13.8,15.0,13.2,7.03,6.3,4.67,4.97,4.01,,N,M5,3125,72,0.50,200,0.0603,0.0315,0.84,0.22,,0.17,0.04,,0.17,0.03,0.17,0.02,,0.15,0.03,,Par-Lup3-2,,-3.8,,-10.50,,-10.50,,-10.50,,-10.44,,SSTc2dJ161018.6-383613
0.01682,,SSTc2dJ161019.8-383607,,16 10 19.84,-38 36 06.8,2015-08-08,2457242.086534,2x900,2x850,2x960,III,,,3.77e-15,1.6e-16,-2.257,0.32,7.7e-16,9.7e-17,-2.194,0.53,3.92e-16,6.9e-17,-3.111,0.56,1.99e-16,3.7e-17,-1.301,0.52,,2.1e-16,5e-17,-1.81,1.02,242.58266666666665,-38.601888888888894,242.582672,-38.601891,LUP_III,J161019.8-383607,242.582672,-38.601891,-1.14,YSOc_star+dust(IR2),7.76,9.0,7.89,5.41,5.47,4.17,4.92,5.29,,N,M6.5,2935,68,0.00,200,0.0708,0.0378,1.03,0.27,,0.10,0.02,,0.10,0.02,0.12,0.02,,0.10,0.02,,Par-Lup3-1,,-3.9,,-10.28,,-10.28,,-10.36,,-10.28,,SSTc2dJ161019.8-383607
