angDist,Sample_1,Object,OName,RAJ2000_1,DEJ2000_1,ObsDate,_tab1_7,TexpUVB,TexpVIS,TexpNIR,Lupus,Notes_1,n_Object,FHa,e_FHa,EWHa,e_EWHa,FHb,e_FHb,EWHb,e_EWHb,FHg,e_FHg,EWHg,e_EWHg,FHd,e_FHd,EWHd,e_EWHd,l_FHe,FHe,e_FHe,EWHe,e_EWHe,ra,dec,_RAJ2000,_DEJ2000,Region,CName,RAJ2000_2,DEJ2000_2,alpha,OType,FJ,FH,FKs,FIR1,FIR2,FIR3,FIR4,FMP1,FMP2,Sample_2,SpType,Teff,e_Teff,AV,Dist,logL_,e_logL_,R_,e_R_,l_M__B98_,M__B98_,e_M__B98_,l_M__B15_,M__B15_,e_M__B15_,M__DM97_,e_M__DM97_,l_M__DM97_,M__S00_,e_M__S00_,Notes_2,Template,l_logLacc,logLacc,l_logdMacc_dt_B98_,logdMacc_dt_B98_,l_logdMacc_dt_B15_,logdMacc_dt_B15_,l_logdMacc_dt_DM98_,logdMacc_dt_DM98_,l_logdMacc_dt_S00_,logdMacc_dt_S00_,Note,SimbadName
0.01682,,SSTc2dJ161019.8-383607,,16 10 19.84,-38 36 06.8,2015-08-08,2457242.086534,2x900,2x850,2x960,III,,,3.77e-15,1.6e-16,-2.257,0.32,7.7e-16,9.7e-17,-2.194,0.53,3.92e-16,6.9e-17,-3.111,0.56,1.99e-16,3.7e-17,-1.301,0.52,,2.1e-16,5e-17,-1.81,1.02,242.58266666666665,-38.601888888888894,242.582672,-38.601891,LUP_III,J161019.8-383607,242.582672,-38.601891,-1.14,YSOc_star+dust(IR2),7.76,9.0,7.89,5.41,5.47,4.17,4.92,5.29,,N,M6.5,2935,68,0.00,200,0.0708,0.0378,1.03,0.27,,0.10,0.02,,0.10,0.02,0.12,0.02,,0.10,0.02,,Par-Lup3-1,,-3.9,,-10.28,,-10.28,,-10.36,,-10.28,,SSTc2dJ161019.8-383607
0.01682,,SSTc2dJ161019.8-383607,,16 10 19.84,-38 36 06.8,2015-08-08,2457242.086534,2x900,2x850,2x960,III,,,3.77e-15,1.6e-16,-2.257,0.32,7.7e-16,9.7e-17,-2.194,0.53,3.92e-16,6.9e-17,-3.111,0.56,1.99e-16,3.7e-17,-1.301,0.52,,2.1e-16,5e-17,-1.81,1.02,242.58266666666665,-38.601888888888894,242.582672,-38.601891,LUP_III,J161019.8-383607,242.582672,-38.601891,-1.14,YSOc_star+dust(IR2),7.76,9.0,7.89,5.41,5.47,4.17,4.92,5.29,,N,M6.5,2935,68,0.00,200,0.0708,0.0378,1.03,0.27,,0.10,0.02,,0.10,0.02,0.12,0.02,,0.10,0.02,,Par-Lup3-1,,-3.9,,-10.28,,-10.28,,-10.36,,-10.28,,SSTc2dJ161019.8-383607
0.050408,,SSTc2dJ161029.6-392215,,16 10 29.57,-39 22 14.7,2015-08-13,2457247.090628,2x900,2x850,2x960,III,,,1.96e-14,1.6e-15,-0.943,0.149,4.5e-15,5.1e-16,-0.853,0.193,2.76e-15,3.5e-16,-0.797,0.215,2.15e-15,4.4e-16,-0.833,0.371,,1.12e-15,1.6e-16,-0.878,0.51,242.62320833333334,-39.37075,242.623199,-39.370762,LUP_III,J161029.6-392215,242.623199,-39.370762,-1.07,YSOc_star+dust(IR4),26.6,32.0,28.8,19.1,14.2,11.5,10.9,33.7,110.0,N,M4.5,3200,74,0.90,200,0.1585,0.0698,1.29,0.29,,0.23,0.05,,0.19,0.03,0.17,0.02,,0.22,0.03,td,SO797,,-3.2,,-9.84,,-9.76,,-9.71,,-9.82,,SSTc2dJ161029.6-392215
0.050408,,SSTc2dJ161029.6-392215,,16 10 29.57,-39 22 14.7,2015-08-13,2457247.090628,2x900,2x850,2x960,III,,,1.96e-14,1.6e-15,-0.943,0.149,4.5e-15,5.1e-16,-0.853,0.193,2.76e-15,3.5e-16,-0.797,0.215,2.15e-15,4.4e-16,-0.833,0.371,,1.12e-15,1.6e-16,-0.878,0.51,242.62320833333334,-39.37075,242.623199,-39.370762,LUP_III,J161029.6-392215,242.623199,-39.370762,-1.07,YSOc_star+dust(IR4),26.6,32.0,28.8,19.1,14.2,11.5,10.9,33.7,110.0,N,M4.5,3200,74,0.90,200,0.1585,0.0698,1.29,0.29,,0.23,0.05,,0.19,0.03,0.17,0.02,,0.22,0.03,td,SO797,,-3.2,,-9.84,,-9.76,,-9.71,,-9.82,,SSTc2dJ161029.6-392215
0.050408,,SSTc2dJ161029.6-392215,,16 10 29.57,-39 22 14.7,2015-08-13,2457247.090628,2x900,2x850,2x960,III,,,1.96e-14,1.6e-15,-0.943,0.149,4.5e-15,5.1e-16,-0.853,0.193,2.76e-15,3.5e-16,-0.797,0.215,2.15e-15,4.4e-16,-0.833,0.371,,1.12e-15,1.6e-16,-0.878,0.51,242.62320833333334,-39.37075,242.623199,-39.370762,LUP_III,J161029.6-392215,242.623199,-39.370762,-1.07,YSOc_star+dust(IR4),26.6,32.0,28.8,19.1,14.2,11.5,10.9,33.7,110.0,N,M4.5,3200,74,0.90,200,0.1585,0.0698,1.29,0.29,,0.23,0.05,,0.19,0.03,0.17,0.02,,0.22,0.03,td,SO797,,-3.2,,-9.84,,-9.76,,-9.71,,-9.82,,SSTc2dJ161029.6-392215
0.048028,,SSTc2dJ161243.8-381503,,16 12 43.75,-38 15 03.3,2015-07-10,2457213.174667,2x300,2x250,2x300,III,,,4.7e-13,2e-14,-1.762,0.173,9.35e-14,1.23e-14,-0.817,0.186,5.4e-14,9.4e-15,-0.759,0.286,4.8e-14,7.6e-15,-1.055,0.325,,5.19e-14,7.5e-15,-1.962,0.806,243.18229166666663,-38.25091666666667,243.182297,-38.250904,LUP_III,J161243.8-381503,243.182297,-38.250904,-1.07,YSOc_star+dust(IR1),96.6,127.0,102.0,90.3,75.3,69.8,74.8,92.5,116.0,N,M1,3705,171,0.80,200,0.6166,0.2691,1.91,0.42,,0.79,0.17,,0.44,0.11,0.34,0.11,,0.47,0.11,,RXJ1121.3-3447,,-2.0,,-9.01,,-8.76,,-8.64,,-8.78,,SSTc2dJ161243.8-381503
0.048028,,SSTc2dJ161243.8-381503,,16 12 43.75,-38 15 03.3,2015-07-10,2457213.174667,2x300,2x250,2x300,III,,,4.7e-13,2e-14,-1.762,0.173,9.35e-14,1.23e-14,-0.817,0.186,5.4e-14,9.4e-15,-0.759,0.286,4.8e-14,7.6e-15,-1.055,0.325,,5.19e-14,7.5e-15,-1.962,0.806,243.18229166666663,-38.25091666666667,243.182297,-38.250904,LUP_III,J161243.8-381503,243.182297,-38.250904,-1.07,YSOc_star+dust(IR1),96.6,127.0,102.0,90.3,75.3,69.8,74.8,92.5,116.0,N,M1,3705,171,0.80,200,0.6166,0.2691,1.91,0.42,,0.79,0.17,,0.44,0.11,0.34,0.11,,0.47,0.11,,RXJ1121.3-3447,,-2.0,,-9.01,,-8.76,,-8.64,,-8.78,,SSTc2dJ161243.8-381503
0.048028,,SSTc2dJ161243.8-381503,,16 12 43.75,-38 15 03.3,2015-07-10,2457213.174667,2x300,2x250,2x300,III,,,4.7e-13,2e-14,-1.762,0.173,9.35e-14,1.23e-14,-0.817,0.186,5.4e-14,9.4e-15,-0.759,0.286,4.8e-14,7.6e-15,-1.055,0.325,,5.19e-14,7.5e-15,-1.962,0.806,243.18229166666663,-38.25091666666667,243.182297,-38.250904,LUP_III,J161243.8-381503,243.182297,-38.250904,-1.07,YSOc_star+dust(IR1),96.6,127.0,102.0,90.3,75.3,69.8,74.8,92.5,116.0,N,M1,3705,171,0.80,200,0.6166,0.2691,1.91,0.42,,0.79,0.17,,0.44,0.11,0.34,0.11,,0.47,0.11,,RXJ1121.3-3447,,-2.0,,-9.01,,-8.76,,-8.64,,-8.78,,SSTc2dJ161243.8-381503
0.050669,,SSTc2dJ161344.1-373646,,16 13 44.11,-37 36 46.4,2015-06-26,2457199.974706,2x900,2x850,2x960,III,,,1.67e-13,3e-15,-11.732,1.17,4.03e-14,1.6e-15,-6.329,0.83,3.14e-14,1.7e-15,-6.207,1.21,2.73e-14,1.5e-15,-6.273,1.11,,2.06e-14,2.9e-15,-4.537,1.58,243.43379166666662,-37.61288888888889,243.433807,-37.612896,LUP_III,J161344.1-373646,243.433807,-37.612896,-1.17,star+dust(MP1),12.5,15.0,15.1,,,,,10.1,,N,M5,3125,72,0.60,200,0.0692,0.0305,0.90,0.20,,0.17,0.04,,0.16,0.03,0.17,0.02,,0.16,0.03,,Par-Lup3-2,,-2.3,,-8.97,,-8.94,,-8.97,,-8.94,,SSTc2dJ161344.1-373646
0.050669,,SSTc2dJ161344.1-373646,,16 13 44.11,-37 36 46.4,2015-06-26,2457199.974706,2x900,2x850,2x960,III,,,1.67e-13,3e-15,-11.732,1.17,4.03e-14,1.6e-15,-6.329,0.83,3.14e-14,1.7e-15,-6.207,1.21,2.73e-14,1.5e-15,-6.273,1.11,,2.06e-14,2.9e-15,-4.537,1.58,243.43379166666662,-37.61288888888889,243.433807,-37.612896,LUP_III,J161344.1-373646,243.433807,-37.612896,-1.17,star+dust(MP1),12.5,15.0,15.1,,,,,10.1,,N,M5,3125,72,0.60,200,0.0692,0.0305,0.90,0.20,,0.17,0.04,,0.16,0.03,0.17,0.02,,0.16,0.03,,Par-Lup3-2,,-2.3,,-8.97,,-8.94,,-8.97,,-8.94,,SSTc2dJ161344.1-373646
0.016698,,Sz102,,16 08 29.73,-39 03 11.0,2015-04-17,2457129.298225,2x1200,2x1260,2x1200,III,,,6.14e-13,2e-15,-31.379,1.08,1.88e-13,3e-15,-10.044,1.29,7.56e-14,1.2e-15,-3.948,0.313,4.28e-14,1.5e-15,-3.201,0.388,,2.22e-14,4.1e-15,-2.078,0.519,242.12387499999997,-39.05305555555555,242.123871,-39.053059,LUP_III,J160829.7-390311,242.123871,-39.053059,0.72,YSOc_red,2.39,4.0,6.19,14.4,24.1,34.0,67.0,347.0,257.0,N,K2,4900,226,0.70,200,0.0148,0.0064,0.17,0.04,,,,,,,,,,,,"sl, bz",CrA75,,-2.0,,,,,,,,,c,Sz102
0.016698,,Sz102,,16 08 29.73,-39 03 11.0,2015-04-17,2457129.298225,2x1200,2x1260,2x1200,III,,,6.14e-13,2e-15,-31.379,1.08,1.88e-13,3e-15,-10.044,1.29,7.56e-14,1.2e-15,-3.948,0.313,4.28e-14,1.5e-15,-3.201,0.388,,2.22e-14,4.1e-15,-2.078,0.519,242.12387499999997,-39.05305555555555,242.123871,-39.053059,LUP_III,J160829.7-390311,242.123871,-39.053059,0.72,YSOc_red,2.39,4.0,6.19,14.4,24.1,34.0,67.0,347.0,257.0,N,K2,4900,226,0.70,200,0.0148,0.0064,0.17,0.04,,,,,,,,,,,,"sl, bz",CrA75,,-2.0,,,,,,,,,c,Sz102
0.016698,,Sz102,,16 08 29.73,-39 03 11.0,2015-04-17,2457129.298225,2x1200,2x1260,2x1200,III,,,6.14e-13,2e-15,-31.379,1.08,1.88e-13,3e-15,-10.044,1.29,7.56e-14,1.2e-15,-3.948,0.313,4.28e-14,1.5e-15,-3.201,0.388,,2.22e-14,4.1e-15,-2.078,0.519,242.12387499999997,-39.05305555555555,242.123871,-39.053059,LUP_III,J160829.7-390311,242.123871,-39.053059,0.72,YSOc_red,2.39,4.0,6.19,14.4,24.1,34.0,67.0,347.0,257.0,N,K2,4900,226,0.70,200,0.0148,0.0064,0.17,0.04,,,,,,,,,,,,"sl, bz",CrA75,,-2.0,,,,,,,,,c,Sz102
0.268881,,Sz102,,16 08 29.73,-39 03 11.0,2015-04-17,2457129.298225,2x1200,2x1260,2x1200,III,,,6.14e-13,2e-15,-31.379,1.08,1.88e-13,3e-15,-10.044,1.29,7.56e-14,1.2e-15,-3.948,0.313,4.28e-14,1.5e-15,-3.201,0.388,,2.22e-14,4.1e-15,-2.078,0.519,242.12387499999997,-39.05305555555555,242.123779,-39.053051,Sz98,J160829.7-390311,242.123779,-39.053051,0.63,rising,2.39,4.0,6.19,,,,,317.0,,N,K2,4900,226,0.70,200,0.0148,0.0064,0.17,0.04,,,,,,,,,,,,"sl, bz",CrA75,,-2.0,,,,,,,,,c,Sz102
0.058677,,Sz108B,,16 08 42.87,-39 06 14.7,2015-06-18,2457191.161119,4x900,4x850,4x960,III,,,1.3e-13,4e-15,-6.9,1.03,1.3e-14,1e-15,-3.368,1.05,6.97e-15,6.1e-16,-2.627,0.783,5.5e-15,7.2e-16,-2.947,1.179,,3.36e-15,4.4e-16,-2.058,0.806,242.17862499999998,-39.104083333333335,242.178635,-39.104069,LUP_III,J160842.9-390615,242.178635,-39.104069,-0.85,YSOc_star+dust(IR4),,,,32.6,27.0,23.6,22.3,53.5,,N,M5,3125,72,1.60,200,0.1514,0.0813,1.33,0.36,,0.16,0.05,,0.17,0.03,0.16,0.02,,0.19,0.03,,SO641,,-2.9,,-9.37,,-9.40,,-9.37,,-9.45,,Name Sz 108B
0.058677,,Sz108B,,16 08 42.87,-39 06 14.7,2015-06-18,2457191.161119,4x900,4x850,4x960,III,,,1.3e-13,4e-15,-6.9,1.03,1.3e-14,1e-15,-3.368,1.05,6.97e-15,6.1e-16,-2.627,0.783,5.5e-15,7.2e-16,-2.947,1.179,,3.36e-15,4.4e-16,-2.058,0.806,242.17862499999998,-39.104083333333335,242.178635,-39.104069,LUP_III,J160842.9-390615,242.178635,-39.104069,-0.85,YSOc_star+dust(IR4),,,,32.6,27.0,23.6,22.3,53.5,,N,M5,3125,72,1.60,200,0.1514,0.0813,1.33,0.36,,0.16,0.05,,0.17,0.03,0.16,0.02,,0.19,0.03,,SO641,,-2.9,,-9.37,,-9.40,,-9.37,,-9.45,,Name Sz 108B
0.058677,,Sz108B,,16 08 42.87,-39 06 14.7,2015-06-18,2457191.161119,4x900,4x850,4x960,III,,,1.3e-13,4e-15,-6.9,1.03,1.3e-14,1e-15,-3.368,1.05,6.97e-15,6.1e-16,-2.627,0.783,5.5e-15,7.2e-16,-2.947,1.179,,3.36e-15,4.4e-16,-2.058,0.806,242.17862499999998,-39.104083333333335,242.178635,-39.104069,LUP_III,J160842.9-390615,242.178635,-39.104069,-0.85,YSOc_star+dust(IR4),,,,32.6,27.0,23.6,22.3,53.5,,N,M5,3125,72,1.60,200,0.1514,0.0813,1.33,0.36,,0.16,0.05,,0.17,0.03,0.16,0.02,,0.19,0.03,,SO641,,-2.9,,-9.37,,-9.40,,-9.37,,-9.45,,Name Sz 108B
0.053204,,Sz117,,16 09 44.34,-39 13 30.3,2015-07-13,2457216.06882,2x360,2x310,2x360,III,,,1.71e-13,7e-15,-1.616,0.148,4.36e-14,4.6e-15,-1.12,0.193,3.16e-14,3.2e-15,-1.117,0.198,3.29e-14,3.8e-15,-1.824,0.394,,2.71e-14,1.7e-15,-2.035,0.442,242.43474999999995,-39.22508333333334,242.434769,-39.225082,LUP_III,J160944.3-391330,242.434769,-39.225082,-1.05,YSOc_star+dust(IR2),85.6,118.0,113.0,65.2,61.5,56.9,55.3,91.5,122.0,N,M3.5,3340,77,0.50,200,0.4467,0.1927,2.00,0.43,,0.44,0.09,,0.26,0.03,0.19,0.03,,0.29,0.03,,TWA15,,-2.1,,-8.84,,-8.61,,-8.47,,-8.65,,Sz117
0.053204,,Sz117,,16 09 44.34,-39 13 30.3,2015-07-13,2457216.06882,2x360,2x310,2x360,III,,,1.71e-13,7e-15,-1.616,0.148,4.36e-14,4.6e-15,-1.12,0.193,3.16e-14,3.2e-15,-1.117,0.198,3.29e-14,3.8e-15,-1.824,0.394,,2.71e-14,1.7e-15,-2.035,0.442,242.43474999999995,-39.22508333333334,242.434769,-39.225082,LUP_III,J160944.3-391330,242.434769,-39.225082,-1.05,YSOc_star+dust(IR2),85.6,118.0,113.0,65.2,61.5,56.9,55.3,91.5,122.0,N,M3.5,3340,77,0.50,200,0.4467,0.1927,2.00,0.43,,0.44,0.09,,0.26,0.03,0.19,0.03,,0.29,0.03,,TWA15,,-2.1,,-8.84,,-8.61,,-8.47,,-8.65,,Sz117
0.196222,,Sz117,,16 09 44.34,-39 13 30.3,2015-07-13,2457216.06882,2x360,2x310,2x360,III,,,1.71e-13,7e-15,-1.616,0.148,4.36e-14,4.6e-15,-1.12,0.193,3.16e-14,3.2e-15,-1.117,0.198,3.29e-14,3.8e-15,-1.824,0.394,,2.71e-14,1.7e-15,-2.035,0.442,242.43474999999995,-39.22508333333334,242.434723,-39.225033,Sz117,J160944.3-391330,242.434723,-39.225033,-1.06,star+dust(MP1),85.6,118.0,113.0,,,,,98.4,,N,M3.5,3340,77,0.50,200,0.4467,0.1927,2.00,0.43,,0.44,0.09,,0.26,0.03,0.19,0.03,,0.29,0.03,,TWA15,,-2.1,,-8.84,,-8.61,,-8.47,,-8.65,,Sz117
0.053204,,Sz117,,16 09 44.34,-39 13 30.3,2015-07-13,2457216.06882,2x360,2x310,2x360,III,,,1.71e-13,7e-15,-1.616,0.148,4.36e-14,4.6e-15,-1.12,0.193,3.16e-14,3.2e-15,-1.117,0.198,3.29e-14,3.8e-15,-1.824,0.394,,2.71e-14,1.7e-15,-2.035,0.442,242.43474999999995,-39.22508333333334,242.434769,-39.225082,LUP_III,J160944.3-391330,242.434769,-39.225082,-1.05,YSOc_star+dust(IR2),85.6,118.0,113.0,65.2,61.5,56.9,55.3,91.5,122.0,N,M3.5,3340,77,0.50,200,0.4467,0.1927,2.00,0.43,,0.44,0.09,,0.26,0.03,0.19,0.03,,0.29,0.03,,TWA15,,-2.1,,-8.84,,-8.61,,-8.47,,-8.65,,Sz117
0.056433,,Sz118,,16 09 48.64,-39 11 16.9,2015-07-13,2457216.097061,2x450,2x400,2x480,III,,,5.98e-13,4.3e-14,-1.25,0.169,1.97e-13,2.2e-14,-0.723,0.139,1.55e-13,1.9e-14,-0.872,0.214,1.43e-13,1.4e-14,-1.31,0.313,,1.76e-13,9e-15,-2.824,0.504,242.4526666666666,-39.188027777777776,242.452682,-39.188038,LUP_III,J160948.6-391117,242.452682,-39.188038,-0.77,YSOc_star+dust(IR2),105.0,186.0,224.0,212.0,255.0,238.0,302.0,355.0,322.0,N,K5,4350,200,1.90,200,1.0715,0.4663,1.82,0.40,,1.39,0.16,,1.01,0.19,0.63,0.16,,1.09,0.20,,CD 36-7429A,,-1.8,,-9.08,,-8.94,,-8.73,,-8.97,,Sz118
0.056433,,Sz118,,16 09 48.64,-39 11 16.9,2015-07-13,2457216.097061,2x450,2x400,2x480,III,,,5.98e-13,4.3e-14,-1.25,0.169,1.97e-13,2.2e-14,-0.723,0.139,1.55e-13,1.9e-14,-0.872,0.214,1.43e-13,1.4e-14,-1.31,0.313,,1.76e-13,9e-15,-2.824,0.504,242.4526666666666,-39.188027777777776,242.452682,-39.188038,LUP_III,J160948.6-391117,242.452682,-39.188038,-0.77,YSOc_star+dust(IR2),105.0,186.0,224.0,212.0,255.0,238.0,302.0,355.0,322.0,N,K5,4350,200,1.90,200,1.0715,0.4663,1.82,0.40,,1.39,0.16,,1.01,0.19,0.63,0.16,,1.09,0.20,,CD 36-7429A,,-1.8,,-9.08,,-8.94,,-8.73,,-8.97,,Sz118
0.056433,,Sz118,,16 09 48.64,-39 11 16.9,2015-07-13,2457216.097061,2x450,2x400,2x480,III,,,5.98e-13,4.3e-14,-1.25,0.169,1.97e-13,2.2e-14,-0.723,0.139,1.55e-13,1.9e-14,-0.872,0.214,1.43e-13,1.4e-14,-1.31,0.313,,1.76e-13,9e-15,-2.824,0.504,242.4526666666666,-39.188027777777776,242.452682,-39.188038,LUP_III,J160948.6-391117,242.452682,-39.188038,-0.77,YSOc_star+dust(IR2),105.0,186.0,224.0,212.0,255.0,238.0,302.0,355.0,322.0,N,K5,4350,200,1.90,200,1.0715,0.4663,1.82,0.40,,1.39,0.16,,1.01,0.19,0.63,0.16,,1.09,0.20,,CD 36-7429A,,-1.8,,-9.08,,-8.94,,-8.73,,-8.97,,Sz118
0.695519,,Sz118,,16 09 48.64,-39 11 16.9,2015-07-13,2457216.097061,2x450,2x400,2x480,III,,,5.98e-13,4.3e-14,-1.25,0.169,1.97e-13,2.2e-14,-0.723,0.139,1.55e-13,1.9e-14,-0.872,0.214,1.43e-13,1.4e-14,-1.31,0.313,,1.76e-13,9e-15,-2.824,0.504,242.4526666666666,-39.188027777777776,242.452454,-39.187927,Sz117,J160948.6-391117,242.452454,-39.187927,-0.83,star+dust(MP1),105.0,186.0,224.0,,,,,334.0,,N,K5,4350,200,1.90,200,1.0715,0.4663,1.82,0.40,,1.39,0.16,,1.01,0.19,0.63,0.16,,1.09,0.20,,CD 36-7429A,,-1.8,,-9.08,,-8.94,,-8.73,,-8.97,,Sz118
0.185724,,Sz129,,15 59 16.48,-41 57 10.3,2015-06-26,2457199.059343,2x100,2x50,2x100,IV,,,1.13e-12,3e-14,-2.511,0.204,5.07e-13,4.2e-14,-1.598,0.284,4.14e-13,3.9e-14,-1.638,0.328,3.54e-13,3.2e-14,-1.671,0.294,,2.38e-13,1.9e-14,-1.386,0.195,239.81866666666662,-41.95286111111111,239.818649,-41.952911,Sz129,J155916.5-415710,239.818649,-41.952911,-0.83,YSOc_star+dust(IR2),170.0,238.0,240.0,178.0,157.0,136.0,184.0,326.0,,N,K7,4060,187,0.90,150,0.3715,0.1600,1.23,0.27,,0.99,0.14,,0.79,0.15,0.66,0.14,,0.80,0.16,,TWA6,,-1.2,,-8.50,,-8.40,,-8.32,,-8.41,,Sz129
0.185724,,Sz129,,15 59 16.48,-41 57 10.3,2015-06-26,2457199.059343,2x100,2x50,2x100,IV,,,1.13e-12,3e-14,-2.511,0.204,5.07e-13,4.2e-14,-1.598,0.284,4.14e-13,3.9e-14,-1.638,0.328,3.54e-13,3.2e-14,-1.671,0.294,,2.38e-13,1.9e-14,-1.386,0.195,239.81866666666662,-41.95286111111111,239.818649,-41.952911,Sz129,J155916.5-415710,239.818649,-41.952911,-0.83,YSOc_star+dust(IR2),170.0,238.0,240.0,178.0,157.0,136.0,184.0,326.0,,N,K7,4060,187,0.90,150,0.3715,0.1600,1.23,0.27,,0.99,0.14,,0.79,0.15,0.66,0.14,,0.80,0.16,,TWA6,,-1.2,,-8.50,,-8.40,,-8.32,,-8.41,,Sz129
0.330347,,Sz131,,16 00 49.42,-41 30 04.1,2015-07-01,2457204.221691,2x450,2x400,2x960,IV,,,1.02e-13,6e-15,-1.87,0.235,2.68e-14,4.2e-15,-1.347,0.363,2.17e-14,4e-16,-1.411,0.494,2.06e-14,4e-15,-1.584,0.598,,2.07e-14,2.5e-15,-1.733,0.431,240.20591666666664,-41.50113888888889,240.206039,-41.501144,LUP_IV,J160049.4-413004,240.206039,-41.501144,-0.96,star+dust(IR2),41.3,58.0,60.8,,55.7,,58.2,64.4,52.9,N,M3,3415,79,1.30,150,0.1318,0.0583,1.04,0.23,,0.36,0.07,,0.32,0.05,0.26,0.05,,0.30,0.04,,CD 36-7429B,,-2.4,,-9.33,,-9.28,,-9.19,,-9.25,,Sz131
0.330347,,Sz131,,16 00 49.42,-41 30 04.1,2015-07-01,2457204.221691,2x450,2x400,2x960,IV,,,1.02e-13,6e-15,-1.87,0.235,2.68e-14,4.2e-15,-1.347,0.363,2.17e-14,4e-16,-1.411,0.494,2.06e-14,4e-15,-1.584,0.598,,2.07e-14,2.5e-15,-1.733,0.431,240.20591666666664,-41.50113888888889,240.206039,-41.501144,LUP_IV,J160049.4-413004,240.206039,-41.501144,-0.96,star+dust(IR2),41.3,58.0,60.8,,55.7,,58.2,64.4,52.9,N,M3,3415,79,1.30,150,0.1318,0.0583,1.04,0.23,,0.36,0.07,,0.32,0.05,0.26,0.05,,0.30,0.04,,CD 36-7429B,,-2.4,,-9.33,,-9.28,,-9.19,,-9.25,,Sz131
0.037701,,Sz133,,16 03 29.41,-41 40 02.7,2015-07-02,2457205.191567,2x900,2x850,2x960,IV,,,5.85e-13,9e-15,-7.007,0.349,6.24e-14,1.01e-14,-0.98,0.28,4.11e-14,1.43e-14,-1.019,0.357,2.28e-14,6.4e-15,-0.63,0.281,,2.13e-14,1.4e-15,-0.82,0.091,240.87254166666665,-41.66741666666666,240.872528,-41.667419,LUP_IV,J160329.4-414003,240.872528,-41.667419,-0.87,star+dust(MP1),22.9,62.0,103.0,,,,,142.0,,N,K5,4350,200,1.80,150,0.0708,0.0323,0.47,0.11,,,,,,,,,,,,"sl, bz",CD 36-7429A,,-1.8,,,,,,,,,c,Sz133
